"ポータルのロール","権限"
"AXONIVY_PORTAL_ADMIN","このロールを持つユーザーはポータルの管理者ページにアクセスし、内部のロールのプロパティを設定し、パブリックフィルターを作成できます。このロールを保持するユーザーには権限が必要です。"
